car name,price,engine_capacity,cylinder,horse_power,top_speed,seats,brand,country
Mercedes-Benz C Class Cabriolet 2021 C 300 Cabriolet,"BHD 23,500",2.0,N/A,258,250,4 Seater,mercedes-benz,bahrain
Dodge Challenger 2021 6.4L R/T Scatpack Widebody,Granite Pearl Coat,6.4,N/A,470,272,2 Seater,dodge,bahrain
Jaguar F-Pace 2021 2.0T Portfolio (250 PS),"BHD 23,300",2.0,4,246,217,5 Seater,jaguar,bahrain
Lexus RC 2021 350 Platinum,"BHD 19,000",3.5,6,314,230,4 Seater,lexus,bahrain
Jaguar XE 2021 S 3.0 with In Touch Control,"BHD 23,400",3.0,6,335,250,5 Seater,jaguar,bahrain
Porsche 718 2021 Cayman S,"BHD 27,356",2.5,4,350,285,2 Seater,porsche,bahrain
Ford F-150 2021 5.0L Crew Cab Platinum FX4 (Luxury Pack),Following,5.0,8,360,160,5 Seater,ford,bahrain
Chevrolet Tahoe 2021 5.3L Z71 4WD,Following,5.3,8,355,180,9 Seater,chevrolet,bahrain
Mercedes-Benz C-Class 2021 C 43 AMG 4MATIC,"BHD 24,600",3.0,N/A,520,5 Seater,4.7,mercedes-benz,bahrain
Mercedes-Benz E-Class Cabriolet 2021 E 200,"BHD 24,000",2.0,4,184,235,4 Seater,mercedes-benz,bahrain
BMW Z4 Roadster 2021 sDrive35i,"BHD 25,000",3.0,6,306,250,2 Seater,bmw,bahrain
Jaguar F-Type Coupe 2021 2.0T R-Dynamic (300 PS),"BHD 24,400",2.0,4,300,250,2 Seater,jaguar,bahrain
Mercedes-Benz GLA 2021 AMG 45 4MATIC,"BHD 24,900",2.0,N/A,381,250,5 Seater,mercedes-benz,bahrain
Audi RS Q3 2021 2.5L TFSI quattro Sportback,TBD,2.5,5,400,280,5 Seater,audi,bahrain
Jaguar XF 2021 3.0 V6 SC Premium Luxury,"BHD 23,900",3.0,6,335,250,5 Seater,jaguar,bahrain
Ford F-150 2021 3.5L EcoBoost Crew Cab Limited (Luxury Pack),Following,3.5,6,365,160,5 Seater,ford,bahrain
Jaguar XE 2021 S 3.0L (380 PS),"BHD 24,300",3.0,6,375,250,5 Seater,jaguar,bahrain
Mercedes-Benz E-Class Cabriolet 2021 E 250,"BHD 24,100",2.0,4,211,245,4 Seater,mercedes-benz,bahrain
Jaguar F-Pace 2021 2.0T Portfolio (300 PS),"BHD 24,700",2.0,4,296,233,5 Seater,jaguar,bahrain
Lexus GX 2021 460 Prestige,"BHD 24,900",4.6,8,292,200,7 Seater,lexus,bahrain
Land Rover Range Rover Velar 2021 2.0L SE (250 PS),"BHD 24,000",2.0,4,246,217,5 Seater,land-rover,bahrain
Lexus RC 2021 350 F Sport,"BHD 23,520",3.5,6,314,230,4 Seater,lexus,bahrain
Porsche 718 2021 Boxster S,"BHD 28,807",2.5,4,350,285,2 Seater,porsche,bahrain
BMW 4 Series Gran Coupe 2021 435i,"BHD 25,500",3.0,6,306,250,4 Seater,bmw,bahrain
Land Rover Discovery 2021 3.0L V6 SE (360 HP),"BHD 25,700",3.0,6,360,215,7 Seater,land-rover,bahrain
BMW 2 Series Convertible 2021 230i,"BHD 25,500",2.0,4,252,250,4 Seater,bmw,bahrain
Chevrolet Suburban 2021 5.3L Premium 4WD,TBD,5.3,N/A,355,175,9 Seater,chevrolet,bahrain
Audi A7 2021 35 FSI quattro (220 HP),"BHD 25,300",2.8,6,220,235,5 Seater,audi,bahrain
BMW 3 Series 2021 340i,"BHD 25,500",3.0,6,326,250,5 Seater,bmw,bahrain
Mercedes-Benz SLC 2021 43 AMG,"BHD 25,300",3.0,6,367,250,2 Seater,mercedes-benz,bahrain
BMW 5 Series 2021 530i,"BHD 25,500",2.0,4,252,250,5 Seater,bmw,bahrain
Mercedes-Benz GLC Coupe 2021 300 4MATIC,"BHD 25,600",2.0,4,245,236,5 Seater,mercedes-benz,bahrain
Alfa Romeo Stelvio 2021 Premium,"BHD 23,500",2.0,N/A,280,230,5 Seater,alfa-romeo,bahrain
Jaguar XF 2021 2.0T Portfolio (300 PS),"BHD 25,000",2.0,4,297,250,5 Seater,jaguar,bahrain
Mercedes-Benz E-Class Saloon 2021 E 300,"BHD 25,800",2.0,N/A,245,250,5 Seater,mercedes-benz,bahrain
Mercedes-Benz CLA-Class 2021 CLA 45 S AMG 4MATIC+,"BHD 25,000",2.0,4,421,250,5 Seater,mercedes-benz,bahrain
Alfa Romeo Stelvio 2021 Quadrifoglio,"BHD 41,900",2.9,6,510,283,5 Seater,alfa-romeo,bahrain
Audi A5 Cabriolet 2021 S5 50 TFSI (354 HP),"BHD 25,500",3.0,6,354,250,4 Seater,audi,bahrain
Mercedes-Benz E-Class Coupe 2021 E 300,"BHD 26,600",2.0,4,245,250,4 Seater,mercedes-benz,bahrain
Audi Q7 2021 40 TFSI CS quattro (252 HP),"BHD 26,200",2.0,4,252,210,5 Seater,audi,bahrain
Mercedes-Benz GLE-Class 2021 450 4MATIC,"BHD 26,400",3.0,6,367,250,5 Seater,mercedes-benz,bahrain
Nissan Patrol 2021 4.0L SE Platinum City,Following,4.0,6,275,200,8 Seater,nissan,bahrain
Jaguar F-Type Coupe 2021 3.0L V6 (340 PS),"BHD 26,000",3.0,6,335,260,2 Seater,jaguar,bahrain
BMW 4 Series Coupe 2021 435i,"BHD 26,000",3.0,6,306,250,4 Seater,bmw,bahrain
Nissan Patrol 2021 5.6L LE Titanium,Following,5.6,8,400,200,8 Seater,nissan,bahrain
BMW 1 Series 2021 m135i xDrive,"BHD 26,500",3.0,6,326,250,5 Seater,bmw,bahrain
Jaguar F-Type Convertible 2021 2.0T (300 PS),"BHD 26,000",2.0,4,300,249,2 Seater,jaguar,bahrain
BMW 5 Series 2021 528i,"BHD 26,500",2.0,N/A,245,250,5 Seater,bmw,bahrain
Audi A7 2021 40 TFSI (252 HP),"BHD 25,900",2.0,4,252,250,5 Seater,audi,bahrain
Chrysler 300C 2021 6.4L V8 Hemi SRT8,"BHD 26,000",6.4,N/A,472,280,5 Seater,chrysler,bahrain
Land Rover Range Rover Velar 2021 2.0L HSE (250 PS),"BHD 26,900",2.0,4,246,217,5 Seater,land-rover,bahrain
Audi A7 2021 40 TFSI quattro (252 HP),"BHD 26,200",2.0,4,252,250,5 Seater,audi,bahrain
Jaguar XJ 2021 i4Turbo Luxury,"BHD 26,900",2.0,4,235,241,5 Seater,jaguar,bahrain
Jaguar XF 2021 3.0 V6 SC R Sport,"BHD 27,900",3.0,6,335,250,5 Seater,jaguar,bahrain
Lexus GX 2021 460 Platinum,"BHD 27,900",4.6,8,292,177,7 Seater,lexus,bahrain
Mercedes-Benz GLC-Class 2021 43 AMG 4MATIC,"BHD 27,200",3.0,6,367,250,5 Seater,mercedes-benz,bahrain
BMW Z4 Roadster 2021 sDriveM40i,"BHD 27,000",3.0,6,340,250,2 Seater,bmw,bahrain
Land Rover Discovery 2021 3.0L V6 HSE (360 HP),"BHD 27,300",3.0,6,360,215,7 Seater,land-rover,bahrain
Jaguar F-Type Convertible 2021 2.0T R-Dynamic (300 PS),"BHD 27,800",2.0,N/A,300,250,2 Seater,jaguar,bahrain
BMW 5 Series Gran Turismo 2021 535i,"BHD 27,500",3.0,6,306,250,5 Seater,bmw,bahrain
Volvo XC60 2021 2.0T T5 AWD Inscription,"BHD 21,995",2.0,N/A,254,220,5 Seater,volvo,bahrain
BMW X4 2021 xDrive 20i,"BHD 27,000",2.0,4,184,215,5 Seater,bmw,bahrain
Jaguar F-Type Coupe 2021 3.0L V6 R-Dynamic (340 PS),"BHD 27,200",3.0,N/A,335,260,2 Seater,jaguar,bahrain
Jaguar XF 2021 3.0L SC S (380 PS),"BHD 27,200",3.0,6,377,250,5 Seater,jaguar,bahrain
Jaguar XF 2021 3.0 V6 SC Premium Luxury Sport Pack,"BHD 27,900",3.0,6,335,250,5 Seater,jaguar,bahrain
Chevrolet Camaro Coupe 2021 6.2L ZL1,"BHD 29,900",6.2,8,650,250,4 Seater,chevrolet,bahrain
BMW X3 2021 xDrive 28i,"BHD 27,000",2.0,N/A,245,230,5 Seater,bmw,bahrain
Audi S5 Coupe 2021 3.0 TFSI quattro (354 HP),"BHD 28,500",3.0,6,354,250,4 Seater,audi,bahrain
Audi Q7 2021 40 TFSI Sport quattro (252 HP),"BHD 28,500",2.0,4,252,210,5 Seater,audi,bahrain
Audi S5 Sportback 2021 3.0 TFSI quattro (354 HP),"BHD 28,400",3.0,6,354,250,5 Seater,audi,bahrain
BMW 5 Series 2021 530i xDrive,"BHD 29,000",2.0,4,252,250,5 Seater,bmw,bahrain
Mercedes-Benz E-Class Saloon 2021 E 400 4MATIC,"BHD 29,000",3.0,N/A,333,250,5 Seater,mercedes-benz,bahrain
Jaguar F-Pace 2021 35t Prestige,"BHD 27,900",3.0,N/A,340,250,5 Seater,jaguar,bahrain
Mercedes-Benz E-Class Cabriolet 2021 E 300,"BHD 28,200",2.0,4,245,250,4 Seater,mercedes-benz,bahrain
BMW 4 Series Convertible 2021 435i,"BHD 28,000",3.0,6,306,250,4 Seater,bmw,bahrain
Toyota Land Cruiser 2021 4.6L GXR GT,"BHD 26,565",4.6,8,304,200,8 Seater,toyota,bahrain
Lexus RX 2021 350 F-Sport,"BHD 28,500",3.5,N/A,296,200,5 Seater,lexus,bahrain
Audi Q7 2021 45 TFSI CS quattro (333 HP),"BHD 28,400",3.0,N/A,333,250,5 Seater,audi,bahrain
Mercedes-Benz V Class 2021 Exclusive,"BHD 28,300",2.0,4,350,6 Seater,9.4,mercedes-benz,bahrain
BMW 2 Series Coupe 2021 M240i,"BHD 29,000",3.0,6,340,250,4 Seater,bmw,bahrain
Audi A7 2021 50 TFSI quattro (333 HP),"BHD 28,900",3.0,6,333,250,5 Seater,audi,bahrain
Jaguar XJ 2021 3.0 V6 SC R-Sport SWB,"BHD 29,900",3.0,6,340,250,5 Seater,jaguar,bahrain
Jaguar F-Type Coupe 2021 3.0L V6,"BHD 29,900",3.0,6,335,260,2 Seater,jaguar,bahrain
Jaguar XJ 2021 3.0 V6 SC R-Sport LWB,"BHD 29,900",3.0,6,340,250,5 Seater,jaguar,bahrain
Maserati Ghibli 2021 3.0T V6,"BHD 37,500",3.0,6,350,267,5 Seater,maserati,bahrain
Jaguar F-Type Convertible 2021 3.0L V6 (340 PS),"BHD 29,400",3.0,6,335,260,2 Seater,jaguar,bahrain
Mercedes-Benz GLC Coupe 2021 AMG 43 4MATIC,"BHD 29,800",3.0,N/A,367,250,5 Seater,mercedes-benz,bahrain
Jaguar XJ 2021 3.0 V6 SC Diamond Edition,"BHD 29,900",3.0,6,335,250,5 Seater,jaguar,bahrain
Jaguar F-Pace 2021 S 3.0L V6 (380 PS),"BHD 29,500",3.0,6,375,250,5 Seater,jaguar,bahrain
Audi RS4 Avant 2021 4.2 (450 BHP),"BHD 29,000",4.2,8,450,250,5 Seater,audi,bahrain
Jaguar XJ 2021 3.0L SC Luxury SWB (340 PS),"BHD 29,800",3.0,6,335,250,5 Seater,jaguar,bahrain
BMW 5 Series 2021 535i,"BHD 30,000",3.0,N/A,306,250,5 Seater,bmw,bahrain
Jaguar XJ 2021 2.0T Luxury LWB,"BHD 29,900",2.0,4,240,240,5 Seater,jaguar,bahrain
Jaguar F-Pace 2021 35t R-Sport,"BHD 29,900",3.0,N/A,340,250,5 Seater,jaguar,bahrain
Genesis G90 2021 5.0L V8 Royal,"BHD 34,500",5.0,8,407,240,5 Seater,genesis,bahrain
Jaguar XJ 2021 2.0T Luxury SWB,"BHD 29,900",2.0,4,240,240,5 Seater,jaguar,bahrain
Audi Q7 2021 40 TFSI Design quattro (252 HP),"BHD 31,400",2.0,4,252,210,5 Seater,audi,bahrain
Audi Q7 2021 45 TFSI Sport quattro (333 HP),"BHD 31,500",3.0,6,333,250,5 Seater,audi,bahrain
Jaguar XJ 2021 3.0L Luxury LWB (340 PS),"BHD 30,400",3.0,6,340,250,5 Seater,jaguar,bahrain
Infiniti QX80 2021 5.6L Luxe (7 Seats),Black Obsidian,5.6,8,400,200,7 Seater,infiniti,bahrain
BMW X4 2021 xDrive 30i,"BHD 31,000",2.0,4,252,240,5 Seater,bmw,bahrain
Mercedes-Benz E-Class Coupe 2021 E AMG 53 4MATIC+,"BHD 30,400",3.0,6,435,250,4 Seater,mercedes-benz,bahrain
Lotus Exige 2021 Sport 410,"BHD 38,500",3.5,6,410,290,2 Seater,lotus,bahrain
Lincoln Continental 2021 3.0T Reserve,"BHD 30,500",3.0,6,400,250,5 Seater,lincoln,bahrain
BMW X3 2021 xDrive 35i,"BHD 30,500",3.0,N/A,306,245,5 Seater,bmw,bahrain
Land Rover Discovery 2021 3.0L SC V6 HSE Luxury,"BHD 30,200",3.0,6,335,215,7 Seater,land-rover,bahrain
Jaguar F-Type Convertible 2021 3.0L V6 R-Dynamic (340 PS),"BHD 31,200",3.0,6,335,260,2 Seater,jaguar,bahrain
BMW X3 2021 m40i xDrive,"BHD 30,500",3.0,6,360,250,5 Seater,bmw,bahrain
BMW 5 Series Gran Turismo 2021 535i xDrive,"BHD 30,500",3.0,6,306,250,5 Seater,bmw,bahrain
BMW M2 Coupe 2021 3.0T,"BHD 31,000",3.0,N/A,370,250,4 Seater,bmw,bahrain
Jaguar F-Type Coupe 2021 3.0L V6 (380 PS),"BHD 30,800",3.0,6,377,275,2 Seater,jaguar,bahrain
BMW 5 Series 2021 540i,Follow,3.0,6,340,250,5 Seater,bmw,bahrain
Porsche Cayenne 2021 E-Hybrid,Lava Orange,3.0,6,462,253,5 Seater,porsche,bahrain
Jaguar F-Type Convertible 2021 3.0L V6,"BHD 31,900",3.0,6,335,260,2 Seater,jaguar,bahrain
Porsche Cayenne Coupe 2021 E-Hybrid,"BHD 40,793",3.0,6,462,253,5 Seater,porsche,bahrain
Mercedes-Benz C Class Cabriolet 2021 C AMG 53 4MATIC+ Cabriolet,"BHD 32,700",3.0,6,435,250,4 Seater,mercedes-benz,bahrain
Land Rover Discovery 2021 3.0L SC V6 First Edition,"BHD 32,000",3.0,6,335,215,7 Seater,land-rover,bahrain
Lincoln Continental 2021 3.0T Presidential,"BHD 32,500",3.0,6,400,250,5 Seater,lincoln,bahrain
BMW 2 Series Convertible 2021 m240i,"BHD 32,500",3.0,6,340,250,4 Seater,bmw,bahrain
Jaguar F-Pace 2021 35t Portfolio,"BHD 31,900",3.0,N/A,340,250,5 Seater,jaguar,bahrain
Morgan Plus 4 2021 2.0L,"BHD 31,900",2.0,4,201,N A,7.5,morgan,bahrain
Lexus RC F 2021 5.0L Platinum,"BHD 31,900",5.0,8,471,270,4 Seater,lexus,bahrain
Mercedes-Benz E-Class Coupe 2021 E 500,"BHD 32,700",5.5,8,408,250,4 Seater,mercedes-benz,bahrain
Infiniti QX80 2021 5.6L Luxe (8 Seats),Black Obsidian,5.6,8,400,200,8 Seater,infiniti,bahrain
Mercedes-Benz E-Class Cabriolet 2021 E 400 4MATIC,"BHD 31,900",3.0,6,333,250,4 Seater,mercedes-benz,bahrain
Mercedes-Benz E-Class Cabriolet 2021 E 400,"BHD 31,900",3.0,6,333,250,4 Seater,mercedes-benz,bahrain
Mercedes-Benz CLS-Class 2021 CLS 350,"BHD 32,900",2.0,4,299,250,4 Seater,mercedes-benz,bahrain
Jaguar XJ 2021 3.0L Premium Luxury LWB (340 PS),"BHD 33,300",3.0,N/A,340,250,5 Seater,jaguar,bahrain
Maserati Levante 2021 3.0T V6,"BHD 36,500",3.0,6,350,251,5 Seater,maserati,bahrain
Mercedes-Benz C-Class 2021 C 450,"BHD 33,000",3.0,6,362,250,5 Seater,mercedes-benz,bahrain
Mercedes-Benz E-Class Cabriolet 2021 E 500,"BHD 33,800",4.7,8,408,250,4 Seater,mercedes-benz,bahrain
Dodge Challenger 2021 6.2L Hellcat Widebody A/T,"BHD 34,900",6.2,8,707,314,5 Seater,dodge,bahrain
Mercedes-Benz E-Class Saloon 2021 E 43 4MATIC,"BHD 33,100",3.0,N/A,401,250,5 Seater,mercedes-benz,bahrain
Audi Q7 2021 45 TFSI Design quattro (333 HP),"BHD 33,400",3.0,6,333,250,5 Seater,audi,bahrain
BMW X4 2021 xDrive M40i,Flamenco Red Metallic,3.0,6,354,250,5 Seater,bmw,bahrain
Dodge Challenger 2021 6.2L Hellcat Red Eye A/T,"BHD 41,200",6.2,8,797,327,5 Seater,dodge,bahrain
Morgan Plus 8 2021 4.8L Manual,"BHD 33,200",4.8,8,490,N A,4.5,morgan,bahrain
Nissan Patrol 2021 5.6L LE Platinum City,Following,5.6,8,400,200,8 Seater,nissan,bahrain
Jaguar F-Pace 2021 S,"BHD 32,900",3.0,N/A,380,250,5 Seater,jaguar,bahrain
Jaguar F-Type Coupe 2021 3.0L V6 R-Dynamic (380 PS),"BHD 32,900",3.0,6,380,275,2 Seater,jaguar,bahrain
Land Rover Range Rover Sport 2021 3.0L SC V6 SE (340 PS),"BHD 32,900",3.0,6,335,210,5 Seater,land-rover,bahrain
Mercedes-Benz GLE-Class 2021 GLE 500 e 4MATIC,"BHD 34,700",3.0,6,442,245,5 Seater,mercedes-benz,bahrain
Jaguar F-Type Coupe 2021 3.0L V6 AWD (380 PS),"BHD 34,300",3.0,6,377,275,2 Seater,jaguar,bahrain
Maserati Ghibli 2021 3.0T V6 S,Nero Ribelle Mica,3.0,6,430,285,5 Seater,maserati,bahrain
Jaguar F-Type Convertible 2021 3.0L V6 (380 PS),"BHD 34,200",3.0,6,377,275,2 Seater,jaguar,bahrain
Volvo XC90 2021 2.0T T6 AWD Inscription Highline,"BHD 26,995",2.0,N/A,320,240,7 Seater,volvo,bahrain
Porsche Cayenne 2021 Turbo S E-Hybrid,Mahogany Metallic,4.0,8,680,295,5 Seater,porsche,bahrain
Jaguar XJ 2021 3.0 V6 SC Premium Luxury LWB,"BHD 33,900",3.0,6,340,250,5 Seater,jaguar,bahrain
Jaguar F-Type Coupe 2021 400 Sport,"BHD 33,900",3.0,6,375,275,2 Seater,jaguar,bahrain
Mercedes-Benz C-Class 2021 C 63 AMG,"BHD 33,900",4.0,8,476,250,5 Seater,mercedes-benz,bahrain
Mercedes-Benz GLE-Class 2021 GLE 500 4MATIC,"BHD 34,800",4.7,8,455,250,5 Seater,mercedes-benz,bahrain
BMW 5 Series 2021 540i xDrive,Jet Black,3.0,6,340,250,5 Seater,bmw,bahrain
Lotus Evora 2021 GT410 Sport,"BHD 64,700",3.5,6,410,275,2 Seater,lotus,bahrain
Porsche Cayenne Coupe 2021 Turbo S E-Hybrid,"BHD 72,484",4.0,8,680,295,5 Seater,porsche,bahrain
Jaguar F-Type Coupe 2021 R-Dynamic,"BHD 33,900",3.0,6,375,275,2 Seater,jaguar,bahrain
Jaguar F-Type Coupe 2021 3.0L V6 S,"BHD 33,900",3.0,6,375,275,2 Seater,jaguar,bahrain
BMW 5 Series 2021 550i,"BHD 35,500",4.4,N/A,450,250,5 Seater,bmw,bahrain
Maserati Ghibli 2021 3.8T V8 Trofeo,"BHD 51,500",3.8,8,580,326,5 Seater,maserati,bahrain
Jaguar F-Type Convertible 2021 R-Dynamic,"BHD 35,900",3.0,6,375,275,2 Seater,jaguar,bahrain
Jaguar F-Type Convertible 2021 3.0L V6 S,"BHD 35,900",3.0,6,375,275,2 Seater,jaguar,bahrain
Lexus LX 2021 570 Premier,"BHD 39,500",5.7,8,362,220,8 Seater,lexus,bahrain
Mercedes-Benz C-Class 2021 C 63 S,"BHD 36,900",4.0,N/A,510,290,5 Seater,mercedes-benz,bahrain
Audi RS5 Cabriolet 2021 4.2 (450 HP),"BHD 36,500",4.2,8,450,250,4 Seater,audi,bahrain
Cadillac Escalade 2021 6.2L Premium Luxury,Dark Mocha Metallic,6.2,8,420,180,8 Seater,cadillac,bahrain
Jaguar F-Type Convertible 2021 400 Sport,"BHD 35,900",3.0,6,375,275,2 Seater,jaguar,bahrain
BMW 7 Series 2021 730Li,"BHD 36,500",2.0,4,258,250,5 Seater,bmw,bahrain
Jaguar F-Type Convertible 2021 3.0L V6 Dynamic (380 PS),"BHD 36,300",3.0,6,377,275,2 Seater,jaguar,bahrain
Jaguar F-Type Coupe 2021 3.0L V6 R-Dynamic AWD (380 PS),"BHD 36,400",3.0,6,380,275,2 Seater,jaguar,bahrain
Land Rover Range Rover Sport 2021 3.0L V6 HSE (360 PS),"BHD 36,900",3.0,6,360,210,5 Seater,land-rover,bahrain
BMW 6 Series Gran Coupe 2021 640i,"BHD 36,000",3.0,6,320,250,5 Seater,bmw,bahrain
Porsche 911 2021 Carrera,"BHD 41,637",3.0,6,385,291,4 Seater,porsche,bahrain
Mercedes-Benz SL-Class 2021 SL 400,"BHD 37,400",3.0,6,367,250,2 Seater,mercedes-benz,bahrain
BMW 6 Series Coupe 2021 640i,"BHD 37,000",3.0,6,320,250,4 Seater,bmw,bahrain
Land Rover Range Rover Sport 2021 SC Dynamic,"BHD 38,900",5.0,8,625,5 Seater,5.3,land-rover,bahrain
Land Rover Range Rover Sport 2021 3.0L V6 HSE Dynamic (340 PS),"BHD 38,600",3.0,6,340,209,5 Seater,land-rover,bahrain
Maserati Levante 2021 3.0T V6 S,Grigio Maratea,3.0,6,430,264,5 Seater,maserati,bahrain
Lotus Evora 2021 GT,"BHD 40,000",3.5,6,416,303,4 Seater,lotus,bahrain
Jaguar F-Pace 2021 First Edition,"BHD 36,900",3.0,N/A,380,250,5 Seater,jaguar,bahrain
Cadillac Escalade 2021 6.2L Platinum,"BHD 40,000",6.2,8,420,180,8 Seater,cadillac,bahrain
Jaguar F-Type Convertible 2021 3.0L V6 AWD (380 PS),"BHD 37,700",3.0,6,377,275,2 Seater,jaguar,bahrain
BMW M3 Sedan 2021 3.0T,"BHD 37,500",3.0,6,431,250,5 Seater,bmw,bahrain
Maserati Levante 2021 3.8T V8 Trofeo,"BHD 66,000",3.8,8,590,304,5 Seater,maserati,bahrain
Jaguar F-Type Coupe 2021 3.0L V6 400 Sport (400 PS),"BHD 37,000",3.0,6,397,275,2 Seater,jaguar,bahrain
Mercedes-Benz GLS 2021 500 4MATIC,"BHD 38,900",4.6,8,455,250,7 Seater,mercedes-benz,bahrain
BMW 5 Series Gran Turismo 2021 550i,"BHD 38,000",4.4,8,450,250,5 Seater,bmw,bahrain
Maserati Levante 2021 3.8T V8 GTS,Grigio Maratea,3.8,8,550,292,5 Seater,maserati,bahrain
Porsche 911 2021 Carrera 4,"BHD 44,781",3.0,6,385,291,4 Seater,porsche,bahrain
BMW M4 Coupe 2021 3.0T,"BHD 39,000",3.0,6,431,250,4 Seater,bmw,bahrain
Mercedes-Benz Maybach GLS 2021 600 4MATIC,TBD,4.0,8,558,250,4 Seater,mercedes-benz,bahrain
Land Rover Range Rover 2021 3.0L V6 HSE MHEV (360 PS),"BHD 39,100",3.0,6,495,5 Seater,6.9,land-rover,bahrain
Jaguar XJ 2021 3.0L SC Portfolio LWB (340 PS),"BHD 39,900",3.0,6,335,250,5 Seater,jaguar,bahrain
BMW M4 Convertible 2021 3.0T Competition M xDrive,"BHD 40,000",3.0,6,510,250,4 Seater,bmw,bahrain
Porsche Cayenne 2021 GTS,Moonlight Blue Metallic,3.6,6,440,261,5 Seater,porsche,bahrain
Jaguar F-Type Coupe 2021 3.0L V6 400 Sport AWD (400 PS),"BHD 40,500",3.0,6,397,275,2 Seater,jaguar,bahrain
Jaguar XF 2021 R,"BHD 39,900",5.0,8,510,300,5 Seater,jaguar,bahrain
Jaguar F-Type Convertible 2021 3.0L V6 R-Dynamic AWD (380 PS),"BHD 39,800",3.0,6,380,275,2 Seater,jaguar,bahrain
Porsche Cayenne Coupe 2021 GTS,"BHD 48,786",3.6,6,440,261,5 Seater,porsche,bahrain
Mercedes-Benz S-Class 2021 S 400,"BHD 40,000",3.0,6,333,250,5 Seater,mercedes-benz,bahrain
Mercedes-Benz CLS-Class 2021 CLS 450 4MATIC,"BHD 40,000",3.0,6,367,250,4 Seater,mercedes-benz,bahrain
BMW 6 Series Convertible 2021 640i,"BHD 40,500",3.0,6,320,250,4 Seater,bmw,bahrain
BMW 5 Series Gran Turismo 2021 550i xDrive,"BHD 42,000",4.4,8,450,250,5 Seater,bmw,bahrain
Porsche 911 2021 Carrera Cabriolet,"BHD 46,850",3.0,6,385,289,4 Seater,porsche,bahrain
Maserati Quattroporte 2021 3.0T V6,"BHD 43,000",3.0,6,350,270,5 Seater,maserati,bahrain
Jaguar XJ 2021 3.0L SC R-Sport SWB (AWD 340 PS),"BHD 40,600",3.0,6,335,250,5 Seater,jaguar,bahrain
Lexus LC 500 2021 5.0L V8 Platinum,"BHD 40,900",5.0,8,471,270,4 Seater,lexus,bahrain
Mercedes-Benz S-Class 2021 S 460,"BHD 41,300",3.0,N/A,367,250,5 Seater,mercedes-benz,bahrain
BMW 5 Series 2021 M550i xDrive,Jet Black,4.4,8,462,250,5 Seater,bmw,bahrain
Land Rover Range Rover 2021 5.0L HSE,"BHD 40,900",5.0,8,375,210,5 Seater,land-rover,bahrain
Lexus LC 500 Convertible 2021 5.0L V8 Platinum,"BHD 47,250",5.0,8,471,270,4 Seater,lexus,bahrain
Lexus LC 500h 2021 3.5L Platinum,"BHD 40,900",3.5,6,354,250,4 Seater,lexus,bahrain
Porsche Panamera 2021 Base,"BHD 36,573",3.0,6,330,264,4 Seater,porsche,bahrain
Jaguar XJ 2021 3.0L SC R-Sport LWB (340 PS),"BHD 42,000",3.0,6,335,250,5 Seater,jaguar,bahrain
BMW 6 Series Gran Coupe 2021 640i xDrive,"BHD 40,500",3.0,8,320,250,5 Seater,bmw,bahrain
BMW 6 Series Coupe 2021 640i xDrive,"BHD 41,000",3.0,6,320,250,4 Seater,bmw,bahrain
BMW 7 Series 2021 740Li,"BHD 41,000",3.0,6,326,250,5 Seater,bmw,bahrain
Land Rover Range Rover Sport 2021 3.0L SC V6 Autobiography Dynamic (380 PS),"BHD 44,000",3.0,6,375,209,5 Seater,land-rover,bahrain
Land Rover Range Rover 2021 3.0L SC V6 Vogue (340 PS),"BHD 43,500",3.0,6,335,210,5 Seater,land-rover,bahrain
Jaguar F-Type Convertible 2021 3.0L V6 400 Sport (400 PS),"BHD 44,000",3.0,6,397,275,2 Seater,jaguar,bahrain
BMW 6 Series Gran Coupe 2021 650i,"BHD 45,000",4.4,8,450,250,4 Seater,bmw,bahrain
Mercedes-Benz GLE 63 AMG 2021 5.5L 4MATIC,"BHD 44,000",5.5,8,557,250,5 Seater,mercedes-benz,bahrain
BMW 6 Series Coupe 2021 650i,"BHD 45,000",4.4,8,450,250,4 Seater,bmw,bahrain
Porsche 911 2021 Targa 4,"BHD 49,958",3.4,6,350,280,4 Seater,porsche,bahrain
Porsche Panamera 2021 3.0L 4,"BHD 38,647",3.0,6,325,265,4 Seater,porsche,bahrain
Lexus LX 2021 570 Prestige,"BHD 43,500",5.7,8,362,220,8 Seater,lexus,bahrain
Porsche 911 2021 Carrera S,Guards Red,3.0,6,450,308,4 Seater,porsche,bahrain
Porsche 911 2021 Carrera 4 Cabriolet,"BHD 49,958",3.0,6,385,289,2 Seater,porsche,bahrain
Mercedes-Benz C Class Cabriolet 2021 C 63 S Cabriolet,"BHD 43,500",4.0,N/A,700,4 Seater,4.1,mercedes-benz,bahrain
Land Rover Range Rover 2021 3.0L SC V6 HSE (380 PS),"BHD 42,800",3.0,6,375,210,5 Seater,land-rover,bahrain
BMW 6 Series Convertible 2021 640i xDrive,"BHD 44,000",3.0,6,320,250,4 Seater,bmw,bahrain
Jaguar XJ 2021 5.0 V8 Portfolio,"BHD 42,900",5.0,8,380,250,5 Seater,jaguar,bahrain
Porsche Panamera 2021 3.0L 4 Executive,"BHD 43,825",3.0,6,325,265,4 Seater,porsche,bahrain
Lexus LX 2021 570 Platinum,"BHD 47,500",5.7,8,362,220,8 Seater,lexus,bahrain
